compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,pIC50,n_measurements,pIC50_iqr,document_year_min,document_year_max
TRAIN_02228,LLSLXWZPKRKVTK-AHRSYUTCSA-N,CHEMBL3127082,C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=N1,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OC1CCOCC12,6.18,2,0.22,2014,2014
TRAIN_02229,LLUIVDBCIQNSNG-IBGZPJMESA-N,CHEMBL3658616,CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,O=C(Nc1cccc(C2C=COC=N2)c1)c1ccccn1,7.01,1,0.0,2015,2015
TRAIN_02230,LLVAUXCCVYNQFH-KKOVZHJLSA-N,CHEMBL3670904,C[C@]1(c2cc(NC3CCc4cc(Cl)cnc43)ccc2F)N=C(N)COC[C@@H]1F,C1=NC(c2cccc(NC3CCc4cccnc43)c2)CCOC1,7.16,1,0.0,2014,2014
TRAIN_02231,LLVCNLGAWVMGGI-IZZNHLLZSA-N,CHEMBL1257531,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(F)cc(C(C)(C)C)c2)CCCCC1,c1ccc(CCCCNC2(c3ccccc3)CCCCC2)cc1,7.34,1,0.0,2010,2010
TRAIN_02232,LLXSJJHSWWXYCR-GRKNLSHJSA-N,CHEMBL400530,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,O=C1CCc2cccc(c2)CCC(c2ccccc2)NC(=O)c2cccc(c2)CO1,8.5,2,0.2,2007,2007
TRAIN_02233,LMAAWGDHFWWCOX-UHFFFAOYSA-N,CHEMBL271422,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCC(C)(C)CO)cc1,c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,6.69,1,0.0,2008,2008
TRAIN_02234,LMEWGQSCAOBUKB-UHFFFAOYSA-N,CHEMBL3703291,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC(F)(F)F)O3)c1,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,6.9,1,0.0,2015,2015
TRAIN_02235,LMGBDTMNESEYMB-GGXMVOPNSA-N,CHEMBL402921,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(=O)(=O)CC(F)(F)F,O=C1CCc2cccc(c2)CCC(c2ccccc2)NC(=O)c2cccc(c2)CO1,7.8,1,0.0,2007,2007
TRAIN_02236,LMHDJRUKZXENER-IBGZPJMESA-N,CHEMBL3261078,CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,9.0,1,0.0,2014,2014
TRAIN_02237,LMHJOWPCTJQWER-BVSLBCMMSA-N,CHEMBL3127099,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2,C1=NC2(CO1)c1cc(-c3ccccc3)ccc1OC1CCOCC12,6.99,2,0.47,2014,2014
TRAIN_02238,LMLIBMAHTWKELB-XGLIRFAXSA-N,CHEMBL1270337,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/CCF)c2)N=C1N,O=C1NC=NC1(c1ccccc1)c1ccccc1,7.4,1,0.0,2010,2010
TRAIN_02239,LMMXTDKCHMQGJA-UHFFFAOYSA-N,CHEMBL386666,CN(c1cc2cc(c1)C(=O)NC(CO)Cc1cccc(c1)OCCNC2=O)S(C)(=O)=O,O=C1NCCOc2cccc(c2)CCNC(=O)c2cccc1c2,5.54,1,0.0,2006,2006
TRAIN_02240,LMPLDVJAORQVGC-UHFFFAOYSA-N,CHEMBL2178180,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1,O=C(N=CNCc1ccccc1)c1csnc1-c1ccccc1,6.51,2,0.0,2012,2012
TRAIN_02241,LMVAIXZOTSBTQU-UHFFFAOYSA-N,CHEMBL2349618,COc1cc(F)cc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,O=C1NC=NC12CCOc1ccc(-c3ccccc3)cc12,7.21,1,0.0,2013,2013
TRAIN_02242,LNBSMZJNSGKBLJ-VQTJNVASSA-N,CHEMBL1934288,O=C([C@@H]1CNC[C@H]1c1ccccc1Br)N1CCC(c2ccccc2)CC1,O=C(C1CNCC1c1ccccc1)N1CCC(c2ccccc2)CC1,4.72,1,0.0,2012,2012
TRAIN_02243,LNGUCJYTXJNRCT-UHFFFAOYSA-N,CHEMBL1164306,Cc1ccc(CNC(=O)c2ccc(N3CC4CC(C3)c3cccc(=O)n3C4)c(NS(=O)(=O)c3ccc4c(c3)OCCO4)c2)cc1,O=C(NCc1ccccc1)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,4.0,1,0.0,2010,2010
TRAIN_02244,LNJSOHPMNUFUKA-UHFFFAOYSA-N,CHEMBL1091441,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccsc3)c2)N=C1N,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccsc2)c1,6.62,1,0.0,2010,2010
TRAIN_02245,LNMMMYCCXOOMDX-UHFFFAOYSA-N,CHEMBL3656142,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,C1=NC2(ON1)c1cc(-c3ccccc3)ccc1CC21CCc2ccccc2CC1,7.72,1,0.0,2014,2014
TRAIN_02246,LNMQDVAQNNPRGV-UHFFFAOYSA-N,CHEMBL1163660,FC(F)(Cl)Oc1ccc(Nc2nc(NCc3ccccc3)nc(N3CCCCC3)n2)cc1,c1ccc(CNc2nc(Nc3ccccc3)nc(N3CCCCC3)n2)cc1,4.0,1,0.0,2010,2010
TRAIN_02247,LNRQLHAIEKKCPQ-SAHAZLINSA-N,CHEMBL3667415,NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1ccccn1,9.14,1,0.0,2015,2015
TRAIN_02248,LNSAEBZJESSXMF-YBSXJGAUSA-N,CHEMBL3672413,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2[N+](=O)[O-])ccc1O,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,6.1,1,0.0,2015,2015
TRAIN_02249,LOABEFJEEMGKBS-UHFFFAOYSA-N,CHEMBL3659643,COc1ccc2c(c1)CCC2(Cc1cc([N+](=O)[O-])ccc1OC)c1cn(C)c(N)n1,c1ccc(CC2(c3c[nH]cn3)CCc3ccccc32)cc1,5.5,1,0.0,2009,2009
TRAIN_02250,LOLRSSGXRIPFCB-OAHLLOKOSA-N,CHEMBL2386723,C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,O=C(Nc1cccc(C2CCOC=N2)n1)c1ccccn1,7.46,1,0.0,2013,2013
TRAIN_02251,LOMSVYYCZMWWKZ-LCUABVJFSA-N,CHEMBL3650186,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc(C(F)F)co3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3ncco3)CC2CS1,6.64,1,0.0,2014,2014
TRAIN_02252,LOQLIYCILQUEKV-UHFFFAOYSA-N,CHEMBL566198,CCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,O=C1NC=NC1(c1ccccc1)C12CC3CC(CC(C3)C1)C2,6.48,1,0.0,2010,2010
TRAIN_02253,LOYZQASPLIOLLF-XBHMSOGKSA-N,CHEMBL3688785,NC1=N[C@@](c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,7.47,1,0.0,2015,2015
TRAIN_02254,LPCZEZNQBUGMMX-ONKUYLGYSA-N,CHEMBL247596,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,O=C(NCCc1ccsc1)c1ccnc(NCC2CC2)c1,7.385,2,0.115,2007,2007
TRAIN_02255,LPHMJKHHQPFBCQ-GOSISDBHSA-N,CHEMBL4107314,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,O=C(Nc1cccc(C2CCOC=N2)n1)c1ccccn1,6.62,1,0.0,2015,2015
TRAIN_02256,LPNSQUKVJBNHJO-OYFGVDPJSA-N,CHEMBL3105743,[N-]=[N+]=Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)nc(C(=O)N2COC[C@@H]2c2ccccc2)c1,O=C(CC(Cc1ccccc1)NC(=O)c1cccc(C(=O)N2COCC2c2ccccc2)n1)Nc1cccc(-c2nn[nH]n2)c1,7.1,1,0.0,2014,2014
TRAIN_02257,LPQUIIHPUGDHJK-UHFFFAOYSA-N,CHEMBL220896,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,c1cncc(NCc2cccc(-c3ccc4cc[nH]c4c3)c2)c1,5.04,1,0.0,2007,2007
TRAIN_02258,LPTYIZIFEMAJPK-AHQGXOPPSA-N,CHEMBL3653725,CCC1=NC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,7.75,3,1.48,2014,2014
TRAIN_02259,LPZILOJMOGQQQE-CJAGKMTESA-N,CHEMBL3683905,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(F)c(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.39,1,0.0,2015,2015
TRAIN_02260,LPZILOJMOGQQQE-STYXZAMGSA-N,CHEMBL3683902,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(F)c(Cl)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,5.695,2,1.145,2015,2015
TRAIN_02261,LPZOLMFQGUDKQH-ZXWXCOCLSA-N,CHEMBL1915990,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1,O=C(NC(Cc1ccccc1)CC1CCCN1)C(CCc1ccccc1)N1CCCC1=O,8.775,2,0.075,2011,2011
TRAIN_02262,LQFLQMKWXLKSHT-XEKFEGSGSA-N,CHEMBL297486,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C,O=C(CCCNC(=O)Cc1cccc2ccccc12)NCC(=O)NC1CCCCC1,5.52,1,0.0,2003,2003
TRAIN_02263,LQKKTFJDANLOQB-KLBHNDCMSA-N,CHEMBL2047032,CN(c1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNCc1ccccc1)COC/C=C/CCNC2=O)S(C)(=O)=O,O=C1NCCC=CCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,6.41,2,0.16,2012,2012
TRAIN_02264,LQKSXPXJHUCHMO-XZWHSSHBSA-N,CHEMBL510798,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,8.22,1,0.0,2009,2009
TRAIN_02265,LQLIXKNTFAWRFM-CXJQTXMHSA-N,CHEMBL3586207,CCCC[C@@H](O)/C=C/C=C/C(=O)O,ACYCLIC,5.16,1,0.0,2015,2015
TRAIN_02266,LQOCXPOKEPYGTJ-IBGZPJMESA-N,CHEMBL1233206,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,O=C1CC(c2cccc(-c3ccccc3)c2)N=CN1,6.08,1,0.0,2012,2012
TRAIN_02267,LQOCXPOKEPYGTJ-UHFFFAOYSA-N,CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,O=C1CC(c2cccc(-c3ccccc3)c2)N=CN1,6.2,4,0.64,2007,2007
TRAIN_02268,LQVCSSUYGWAQCN-XKDCRVNJSA-N,CHEMBL3693222,NC1=N[C@@](c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccc(C#CC2CC2)cn1,7.62,1,0.0,2015,2015
TRAIN_02269,LQXAVXUZXAHPSZ-NHSXVPOTSA-N,CHEMBL3673198,Cn1cc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)cn1,C1=NC2(c3ccccc3)COC(c3cn[nH]c3)CC2CS1,7.22,1,0.0,2015,2015
TRAIN_02270,LQZWYEXWILDROH-UHFFFAOYSA-N,CHEMBL2180034,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,6.015,2,0.165,2012,2012
TRAIN_02271,LRCBUQIMNATGBU-ONOMSOESSA-N,CHEMBL1083184,C[C@@H](NC(=O)c1cc(CCC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,O=C(NCc1ccccc1)c1cccc(CCCCCc2ccccc2)c1,4.65,1,0.0,2010,2010
TRAIN_02272,LRUHIAIIFSMMGU-UHFFFAOYSA-N,CHEMBL3650773,CC1(C)Oc2ccc(-c3cccc(C(F)(F)F)c3)cc2C2(COC(N)=N2)C12COC2,C1=NC2(CO1)c1cc(-c3ccccc3)ccc1OCC21COC1,6.04,1,0.0,2015,2015
TRAIN_02273,LRWYFNXNIGNUBD-UHFFFAOYSA-N,CHEMBL3940181,CC(C)N1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1CC21CCC(OC(F)F)CC1,O=C1NC=NC12c1cc(-c3cccnc3)ccc1CC21CCCCC1,7.44,1,0.0,2015,2015
TRAIN_02274,LRYKHTDVFXMHEH-HSZRJFAPSA-N,CHEMBL2011981,COc1cccc(-c2cccc([C@@]3(c4ccccc4)NC(=N)N(C)C3=O)c2)c1,N=C1NC(=O)C(c2ccccc2)(c2cccc(-c3ccccc3)c2)N1,5.64,1,0.0,2012,2012
TRAIN_02275,LSEROVCCXRMHBS-SFHVURJKSA-N,CHEMBL3639440,C=Cc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,6.82,1,0.0,2013,2013
TRAIN_02276,LSFPHCQEIPLAFU-UHFFFAOYSA-N,CHEMBL3929329,COC1CCC2(CC1)Cc1ccc(-c3cccc(S(C)(=O)=O)c3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,7.39,1,0.0,2015,2015
TRAIN_02277,LSHPEIAQUYWIQC-UHFFFAOYSA-N,CHEMBL3236217,COc1cccc(CNC(=O)c2c[nH]c3ccc(S(=O)(=O)Nc4ccc(C(F)(F)F)cc4)cc3c2=O)c1,O=C(NCc1ccccc1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccccc3)cc2c1=O,5.66,1,0.0,2014,2014
TRAIN_02278,LSHVYAFMTMFKBA-CTNGQTDRSA-N,CHEMBL129451,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,5.22,1,0.0,2003,2003
TRAIN_02279,LSHVYAFMTMFKBA-FPOVZHCZSA-N,CHEMBL126142,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,5.35,1,0.0,2003,2003
TRAIN_02280,LSPPQVUEXNMTCS-UHFFFAOYSA-N,CHEMBL582828,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N3CCCN=C32)cc1,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)C2=NCCCN12,7.02,2,0.02,2009,2012
TRAIN_02281,LSQOOIQMQSYBNI-QGZVFWFLSA-N,CHEMBL2347192,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)OCC2(F)F)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.785,2,0.015,2013,2013
TRAIN_02282,LSTAFTJPZZWDHE-OALUTQOASA-N,CHEMBL2169923,CC(=O)Nc1cccc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1,O=c1cc(C2CC2c2ccc(-c3ccccc3)cc2)nc[nH]1,4.16,1,0.0,2012,2012
TRAIN_02283,LSTHODNAKCJZGR-FEQZCBRZSA-N,CHEMBL583699,CO[C@@H](CNc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCCCNc2ccccc2)COc2ccccc2)c1,5.82,1,0.0,2010,2010
TRAIN_02284,LSYZMTSFSWGKKU-UHFFFAOYSA-N,CHEMBL1164187,Cc1ccc(C(=O)Nc2cccc(NC(=O)C[n+]3cccc(C(=O)NCCc4ccccc4)c3)c2)cc1.[Cl-],O=C(C[n+]1cccc(C(=O)NCCc2ccccc2)c1)Nc1cccc(NC(=O)c2ccccc2)c1,5.66,1,0.0,2010,2010
TRAIN_02285,LTHZWJXJHAGGMX-QIKUIUABSA-N,CHEMBL401180,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,O=C1CCc2cccc(c2)CCC(c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3)c2)CO1,7.37,2,0.2,2007,2007
TRAIN_02286,LTIOGWHOZDPVCK-OAHLLOKOSA-N,CHEMBL4108635,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,O=C(Nc1cccc(C2CCOC=N2)n1)c1cnccn1,6.23,1,0.0,2015,2015
TRAIN_02287,LTLVFITWDXOWJL-XJZPSQEMSA-N,CHEMBL4111446,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ccncn2)C3=O)C[C@@H]1C,O=C1N(Cc2ccncn2)C=NC12c1ccccc1CC21CCCCC1,8.3,1,0.0,2015,2015
TRAIN_02288,LTMUEZYTIQZCGM-SCRAKJMHSA-N,CHEMBL3907597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,7.92,1,0.0,2014,2014
TRAIN_02289,LTPGAOLCDJJIPI-MAUKXSAKSA-N,CHEMBL3680896,C[C@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,8.7,1,0.0,2014,2014
TRAIN_02290,LTSSGZJJBZPCHB-ALHILFDASA-N,CHEMBL1817746,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC1(c2ccccc2)CCCC1,O=C(CCNC(=O)c1cc(=O)[nH]c(=O)[nH]1)NCC(=O)NC(CC1CCCCC1)C(=O)NC(CC(=O)NC1(c2ccccc2)CCCC1)Cc1ccccc1,7.54,1,0.0,2011,2011
TRAIN_02291,LTTQKYMNTNISSZ-KESSSICBSA-N,CHEMBL243796,C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.48,1,0.0,2008,2008
TRAIN_02292,LTYRZHLAUJRMPD-UHFFFAOYSA-N,CHEMBL237889,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,O=c1cc(CCc2ccc3ccccc3c2)nc[nH]1,4.55,3,0.065,2007,2007
TRAIN_02293,LUDSHWAKEHVLGG-SSEMJGATSA-N,CHEMBL3922674,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ncc(Cl)cc3C)cc1C21N=C(C)C(N)=N1,O=C(Nc1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2)c1ccccn1,7.75,1,0.0,2014,2014
TRAIN_02294,LUHSRYIANQFCNY-UHFFFAOYSA-N,CHEMBL3936981,COC1CCC2(CC1)Oc1ccc(-c3cccnc3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(-c3cccnc3)ccc1OC21CCCCC1,7.16,1,0.0,2015,2015
TRAIN_02295,LUKKVICWYPMUPG-UHFFFAOYSA-N,CHEMBL3650822,Cc1cc(C#N)cnc1C(=O)Nc1ccc2c(c1)C1(COC(N)=N1)C1(CC1)CO2,O=C(Nc1ccc2c(c1)C1(COC=N1)C1(CC1)CO2)c1ccccn1,6.61,1,0.0,2015,2015
TRAIN_02296,LUOFRFUNXXGHFC-CDNVCLAFSA-N,CHEMBL3693257,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.6,1,0.0,2015,2015
TRAIN_02297,LUOFRFUNXXGHFC-FVMIAERFSA-N,CHEMBL3693256,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,5.3,2,0.92,2015,2015
TRAIN_02298,LUOFRFUNXXGHFC-UCMVZMLTSA-N,CHEMBL3693258,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.25,1,0.0,2015,2015
TRAIN_02299,LUOFRFUNXXGHFC-VZSAFFHGSA-N,CHEMBL3688746,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,4.97,1,0.0,2015,2015
TRAIN_02300,LUQRVIKCMJFRLZ-UHFFFAOYSA-N,CHEMBL3703206,NC1=NC2(CO1)c1cc(Br)ccc1OCC21COC1,C1=NC2(CO1)c1ccccc1OCC21COC1,4.22,1,0.0,2015,2015
TRAIN_02301,LUQWHFMXIMHIHJ-MAUKXSAKSA-N,CHEMBL3680869,C[C@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,8.1,1,0.0,2014,2014
TRAIN_02302,LUTGKRKBQRZCOA-FCHUYYIVSA-N,CHEMBL3670389,COCCn1ccc2nc(C(=O)Nc3ccc(F)c([C@]4(C)CO[C@@](C)(C(F)(F)F)C(N)=N4)n3)c(Cl)cc21,O=C(Nc1cccc(C2COCC=N2)n1)c1ccc2[nH]ccc2n1,5.14,1,0.0,2014,2014
TRAIN_02303,LUWOLSNFQZQQJX-SDLWSTGNSA-N,CHEMBL609988,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCc2nc(N)ncc2C1,c1ccc(CCCCNC2(c3ccccc3)CCc3ncncc3C2)cc1,7.85,1,0.0,2009,2009
TRAIN_02304,LUXRTFYGLHAVBS-ROUUACIJSA-N,CHEMBL2172794,COc1cccc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1,O=c1cc(C2CC2c2ccc(-c3ccccc3)cc2)nc[nH]1,4.84,1,0.0,2012,2012
TRAIN_02305,LUZCNSRODOSPRS-UHFFFAOYSA-N,CHEMBL3905425,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(C(F)(F)F)c3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,6.7,1,0.0,2015,2015
TRAIN_02306,LUZRDNKIFQMWFR-UHFFFAOYSA-N,CHEMBL1165812,NNC(=O)CN1C(CN2CCOCC2)=Nc2ccc(Br)cc2C1c1ccccc1,c1ccc(C2NC(CN3CCOCC3)=Nc3ccccc32)cc1,4.0,1,0.0,2010,2010
TRAIN_02307,LVFMRCNROUBZAJ-SSHYCOHZSA-N,CHEMBL1915977,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C(CCc1ccccc1)N1CCCC1=O,7.09,2,0.41,2011,2011
TRAIN_02308,LVGZIFOZGQDLRO-BHSUFKTOSA-N,CHEMBL1077232,CCC(=O)N(C)C(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C1CCCCC1,6.5,2,0.32,2010,2010
TRAIN_02309,LVHTYRBZWSTDDV-IYOYZZHUSA-N,CHEMBL2346677,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3o/c2=N\c2ccccc2)CC1,O=C(Nc1ccccc1N1CCNCC1)c1cc2ccccc2oc1=Nc1ccccc1,5.01,1,0.0,2013,2013
TRAIN_02310,LVOBTCONHRNJJA-UHFFFAOYSA-N,CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,c1ccc(-c2n[nH]c3ncncc23)cc1,6.64,1,0.0,2014,2014
TRAIN_02311,LVSDEOGFBMASFA-UHFFFAOYSA-N,CHEMBL2349483,CCN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,O=C1NC=NC12CCOc1ccc(-c3ccccc3)cc12,6.58,1,0.0,2013,2013
