compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,pIC50,n_measurements,pIC50_iqr,document_year_min,document_year_max
TRAIN_00001,AAAGFCUDAXPDAA-CIQZPUONSA-N,CHEMBL1915983,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,O=C(CN1CCCC1=O)NC(CCNCc1ccccc1)Cc1ccccc1,6.36,2,0.04,2011,2011
TRAIN_00002,AAAWKNFGNGANRE-UKILVPOCSA-N,CHEMBL561217,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CC4)cc13)NS(=O)(=O)CCC2,O=C(NC(CCNC1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCCS(=O)(=O)N2)c1,6.31,1,0.0,2009,2009
TRAIN_00003,AAEYBQRVLJBANX-RJSONGRPSA-N,CHEMBL1210335,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1,O=C(CNCCC(Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1)NC1CCCCC1,5.26,1,0.0,2010,2010
TRAIN_00004,AAHFBZODUHKGBC-CCDWMCETSA-N,CHEMBL2151236,CC(=O)N[C@@H](Cc1ccc(F)cc1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,7.97,2,0.22,2012,2012
TRAIN_00005,AARJXZHQDZOZNY-UHFFFAOYSA-N,CHEMBL2443370,CC1=C(C(=O)Nc2nc(C)cs2)C(c2ccco2)C(C(=O)Nc2nc(C)cs2)=C(C)N1,O=C(Nc1nccs1)C1=CNC=C(C(=O)Nc2nccs2)C1c1ccco1,5.17,1,0.0,2013,2013
TRAIN_00006,AARMPADYPUTMDB-IQVBETABSA-N,CHEMBL1097344,Cc1cccc(S(=O)(=O)N2CCN[C@@H]([C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(=O)c3cc(C(=O)N[C@H](C)c4ccccc4)cc(N4CCCCS4(=O)=O)c3)C2)c1,O=C(NCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)CC2CN(S(=O)(=O)c3ccccc3)CCN2)cc(N2CCCCS2(=O)=O)c1,8.1,1,0.0,2010,2010
TRAIN_00007,AAWSEFDIDJLXJF-JTSKRJEESA-N,CHEMBL2178717,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccn3)C[C@H]2C1=O,N=C1NC(=O)C2CN(c3ncccn3)CC2(c2cc(-c3ccccc3)cs2)N1,7.51,1,0.0,2012,2012
TRAIN_00008,ABAOMGTVATUZIR-UHFFFAOYSA-N,CHEMBL1824351,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2csc(Cl)c2)N=C1N,O=C1NC=NC1(c1ccsc1)c1cccc(-c2cncnc2)c1,7.1,1,0.0,2011,2011
TRAIN_00009,ABBOKULWGCGPJC-UHFFFAOYSA-N,CHEMBL3642628,CC1(c2cccc(NC(=O)c3ccc(Cl)cc3Cl)c2)CCSC(N)=N1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccc1,5.89,1,0.0,2014,2014
TRAIN_00010,ABEHCBWGIABROV-AJRFNQODSA-N,CHEMBL1209105,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CCCCC1,c1ccc(CCCCNC2(c3cccc(C4CCCO4)c3)CCCCC2)cc1,6.75,1,0.0,2010,2010
TRAIN_00011,ABGNOCQONIAVFH-RXBHZZDJSA-N,CHEMBL217374,CC[C@H](NCC1Cc2cccc(c2)CCCCc2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,O=C1NCCc2cccc(c2)CCCCc2cccc1c2,6.495,2,0.555,2006,2006
TRAIN_00012,ABOBTXLSWCANMO-UHFFFAOYSA-N,CHEMBL379334,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12,5.9,1,0.0,2006,2006
TRAIN_00013,ABTRYYRXKMVKDI-VQTJNVASSA-N,CHEMBL1258233,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccs2)CCCCC1,c1ccc(CCCCNC2(c3cccs3)CCCCC2)cc1,4.52,1,0.0,2010,2010
TRAIN_00014,ABXPXXXDZPDMFT-BIKMQQNJSA-N,CHEMBL540414,CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)CCc1ccccc1)C(=O)Nc1ccccc1,O=C(CCC(CCc1ccccc1)C(=O)NCC(=O)Nc1ccccc1)Nc1cccc(C(=O)NCc2ccccc2)c1,6.57,2,0.07,2009,2009
TRAIN_00015,ACANUDRDOXFSRF-MJPADRBUSA-N,CHEMBL3891756,CC(C)N1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,6.58,1,0.0,2015,2015
TRAIN_00016,ACDPDEUYTFMJKV-LYCWUKGISA-N,CHEMBL1791020,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,c1ccccc1,6.6,1,0.0,2003,2003
TRAIN_00017,ACFCAAGMGYDSTG-IZZNHLLZSA-N,CHEMBL1257891,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,c1ccc(CCCCNC2(c3ccccc3)CCCCC2)cc1,6.77,1,0.0,2010,2010
TRAIN_00018,ACFHKZODPNAMLG-KXBFYZLASA-N,CHEMBL3427253,Cc1noc(CC(C)(C)O)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1,C1=NC(c2ccccc2)CC(c2cnoc2)S1,6.96,1,0.0,2015,2015
TRAIN_00019,ACFKJXYIJBZGDF-UHFFFAOYSA-N,CHEMBL3703264,CCc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c1,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21CC1,5.1,1,0.0,2015,2015
TRAIN_00020,ACFXYVAYTWMZGA-SFHVURJKSA-N,CHEMBL230349,CN(c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NCC2CC2)n1)S(C)(=O)=O,O=C(NCCc1ccccc1)c1ccnc(NCC2CC2)c1,5.96,1,0.0,2007,2007
TRAIN_00021,ACMNQBSTEIFJRZ-GEDNVKPRSA-N,CHEMBL3639876,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.45,1,0.0,2015,2015
TRAIN_00022,ACZODTCKQQJIBF-VZSAFFHGSA-N,CHEMBL3691381,C[C@H]1SC(N)=N[C@@]2(c3cc(-c4cncnc4)ccc3F)COCC[C@@H]12,C1=NC2(c3cccc(-c4cncnc4)c3)COCCC2CS1,5.52,1,0.0,2015,2015
TRAIN_00023,ADEBPBSSDYVVLD-UHFFFAOYSA-N,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,5.5,1,0.0,2012,2012
TRAIN_00024,ADFKLDIQJGXISH-UHFFFAOYSA-N,CHEMBL3673233,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)c2ccccc21,C1=NC2(c3ccccc31)c1cc(OCC3CC3)ccc1CC21CCCCC1,7.89,1,0.0,2015,2015
TRAIN_00025,ADHBNWBXFLWOBM-XBHMSOGKSA-N,CHEMBL3688820,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(CO)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.77,1,0.0,2015,2015
TRAIN_00026,ADLOETABPCBQJL-UHFFFAOYSA-N,CHEMBL3659646,Cn1cc(C2(Cc3ccccc3)CCc3ccccc32)nc1N,c1ccc(CC2(c3c[nH]cn3)CCc3ccccc32)cc1,4.92,1,0.0,2013,2013
TRAIN_00027,ADLPXDDRQKBSPD-UHFFFAOYSA-N,CHEMBL253421,N#Cc1ccc(COc2ccc(-c3ccc(-c4ccccc4)n3CC(=O)NC(=N)N)cc2)cc1,c1ccc(COc2ccc(-c3ccc(-c4ccccc4)[nH]3)cc2)cc1,5.72,1,0.0,2008,2008
TRAIN_00028,ADMMMBVWAVNVKS-UHFFFAOYSA-N,CHEMBL583213,CC(C)(C)c1cccc(C2(c3ccccc3)N=C(N)N3CCCN=C32)c1,C1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,4.52,1,0.0,2009,2009
TRAIN_00029,ADNNRZBATPWJKB-WDSOQIARSA-N,CHEMBL3127076,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,C1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1CCOCC12,6.565,2,0.185,2014,2014
TRAIN_00030,ADUWXOLELPWYPY-LOSJGSFVSA-N,CHEMBL401338,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1,c1ccc(CCCCNCc2ccccc2)cc1,5.3,1,0.0,2007,2007
TRAIN_00031,AEAGJGOSNUCBGG-FQEVSTJZSA-N,CHEMBL3670320,C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncc[nH]4)cn3)ccc2F)C=CSC(N)=N1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1cnc(OCc2ncc[nH]2)cn1,6.77,1,0.0,2014,2014
TRAIN_00032,AEBVIYPNYVSQQN-ATQGWHGASA-N,CHEMBL202015,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(O)Cc2ccccc2)c1)S(C)(=O)=O,O=C(NC(CCNC1CC1)Cc1ccccc1)c1cccc(CCc2ccccc2)c1,5.26,1,0.0,2006,2006
TRAIN_00033,AEEPSMNZRMEZBF-QXONTCKQSA-N,CHEMBL3653724,CCC1=NC2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,7.68,1,0.0,2014,2014
TRAIN_00034,AEEUVUOXVOFFCH-XPTSAGLGSA-N,CHEMBL3705028,NC1=N[C@@]2(c3cccs3)CN(c3ncc(F)cn3)C[C@H]2CS1,C1=NC2(c3cccs3)CN(c3ncccn3)CC2CS1,7.11,1,0.0,2014,2014
TRAIN_00035,AENVIUXFIDGFED-RZSJKOKISA-N,CHEMBL2181984,O=C(OC1CCS(=O)(=O)c2ccc(Br)cc21)[C@H]1C[C@]2(CN1)C(=O)Nc1ccccc12,O=C(OC1CCS(=O)(=O)c2ccccc21)C1CC2(CN1)C(=O)Nc1ccccc12,5.7,2,0.3,2012,2012
TRAIN_00036,AEUVBSNGRLFILH-UHFFFAOYSA-N,CHEMBL3906599,COC1CCC2(CC1)Cc1ccccc1C21N=C(N)N(C(C)C)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,6.46,1,0.0,2015,2015
TRAIN_00037,AEVBKBAFFJKFJZ-UHFFFAOYSA-N,CHEMBL221170,COc1cccc(-c2cccc(CCc3cccc(N)n3)c2)c1,c1ccc(-c2cccc(CCc3ccccn3)c2)cc1,4.6,1,0.0,2007,2007
TRAIN_00038,AEZXMYXSAYELNI-ZNZIZOMTSA-N,CHEMBL1760734,CCCOCc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,5.96,1,0.0,2011,2011
TRAIN_00039,AFFLBRXMACQRSP-FMUXCGTLSA-N,CHEMBL378897,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,O=C1CCSCC=CCSCCNC(=O)CN1,5.89,1,0.0,2006,2006
TRAIN_00040,AFFLBRXMACQRSP-HZNHDJAFSA-N,CHEMBL211499,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,O=C1CCSCC=CCSCCNC(=O)CN1,5.05,1,0.0,2006,2006
TRAIN_00041,AFGVBPYOFPPOQR-RJSONGRPSA-N,CHEMBL1210338,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(S(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1,O=C(CNCCC(Cc1ccccc1)NC(=O)c1cccc(S(=O)(=O)Cc2ccccc2)c1)NC1CCCCC1,4.3,1,0.0,2010,2010
TRAIN_00042,AFJAHDBTQQSSKB-MHZLTWQESA-N,CHEMBL2152911,CC(C)(C)COc1cc(F)c2c(c1)[C@]1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,C1=NC2(COCC1)c1ccccc1Oc1ccc(-c3cccnc3)cc12,8.725,2,0.575,2012,2012
TRAIN_00043,AFLKXDWNKYXERG-KEPSJGTLSA-N,CHEMBL255977,CC(C)Oc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,O=C(CNCCC(Cc1ccccc1)NC(=O)c1cccc(N2CCCC2=O)c1)NC1CCCCC1,5.95,3,0.495,2008,2008
TRAIN_00044,AFMVYJGZMLXDSL-IZZNHLLZSA-N,CHEMBL398925,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)C2CCCCC2)c1,O=C(CCS(=O)(=O)C1CCCCC1)NC(CCNCc1ccccc1)Cc1ccccc1,5.43,1,0.0,2007,2007
TRAIN_00045,AFPZPCPFQGQHQS-MKICQXMISA-N,CHEMBL3677227,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccccc1[N+](=O)[O-],O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,5.72,1,0.0,2015,2015
TRAIN_00046,AFSDNFLWKVMVRB-UHFFFAOYSA-N,CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1oc2cccc3c(=O)oc4cccc1c4c23,5.41,1,0.0,2014,2014
TRAIN_00047,AFVVAWRGFVCRMO-SFHVURJKSA-N,CHEMBL3645147,Cc1cc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)c(C)o1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccoc1,7.1,1,0.0,2013,2013
TRAIN_00048,AGACGKXRGJHJFX-GECRCPRRSA-N,CHEMBL33724,CC(C)[C@H](O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.46,1,0.0,2004,2004
TRAIN_00049,AGAZWLXVPPBYCS-IJHRGXPZSA-N,CHEMBL2314789,O=C1Nc2ccccc2C(c2ccccc2)=N[C@H]1C(O)CN1CCNCC1,O=C1Nc2ccccc2C(c2ccccc2)=NC1CCN1CCNCC1,4.9,1,0.0,2013,2013
TRAIN_00050,AGGCPSHNHGXPJR-IBGZPJMESA-N,CHEMBL3653506,COCc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(Cl)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,6.16,1,0.0,2014,2014
TRAIN_00051,AGQAGAZDTWQTID-UHFFFAOYSA-N,CHEMBL3934108,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2cccc3cccc(c23)C1,C1=NC2(ON1)c1cc(-c3ccccc3)ccc1CC21Cc2cccc3cccc(c23)C1,5.49,1,0.0,2015,2015
TRAIN_00052,AGTQGRFUNIAYJX-VYNBAUGJSA-N,CHEMBL3939963,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,C1=NC2(N=C1)c1cc(OCCC3CC3)ccc1CC21CCCCC1,8.43,1,0.0,2015,2015
TRAIN_00053,AGUOMKYLIBUMLE-RJGXRXQPSA-N,CHEMBL2181886,CC(=O)N[C@@H](Cc1ccc(OC(F)F)c(OC(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,7.035,2,0.415,2012,2012
TRAIN_00054,AGVFDFBUWYREPQ-YHEJKZAPSA-N,CHEMBL3127083,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12,O=C1NC=NC12c1cc(-c3ccccc3)ccc1OC1CCOCC12,7.105,2,0.105,2014,2014
TRAIN_00055,AGVSEJHWLJHZMN-CXMBCZLWSA-N,CHEMBL3650169,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cncnc3)C[C@H]2CS1,C1=NC2(c3ccccc3)COC(c3cncnc3)CC2CS1,5.81,1,0.0,2014,2014
TRAIN_00056,AGXZZJOGIFNFEQ-UHFFFAOYSA-N,CHEMBL1782314,Cc1nc(N/C(=N\C(=O)Nc2ccccc2)NC(=O)Nc2ccccc2)nc2ccccc12,O=C(N=C(NC(=O)Nc1ccccc1)Nc1ncc2ccccc2n1)Nc1ccccc1,5.52,1,0.0,2009,2009
TRAIN_00057,AGZWJSVSGAGFQV-IZZNHLLZSA-N,CHEMBL1209056,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3ccnc3)c2)CCCCC1,c1ccc(CCCCNC2(c3cccc(-n4ccnc4)c3)CCCCC2)cc1,5.8,1,0.0,2010,2010
TRAIN_00058,AHAWCXWSOMVMFE-NGZATLCBSA-N,CHEMBL3656195,CCCCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,C1=NC2(ON1)c1ccccc1CC21CCCCC1,7.53,1,0.0,2014,2014
TRAIN_00059,AHBZCSZBSZCDNO-HYOGKJQXSA-N,CHEMBL2347870,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,O=C(Nc1ccccc1N1CCNCC1)c1cc2ccccc2oc1=Nc1ccccc1,6.07,1,0.0,2013,2013
TRAIN_00060,AHDGDEFMZAFTKB-UUXVCSEFSA-N,CHEMBL450491,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(C(=O)O)cc1,O=C(CCC(COc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,7.89,1,0.0,2008,2008
TRAIN_00061,AHEPGAVEXASANC-UHFFFAOYSA-N,CHEMBL1762555,O=C1C(c2ccc(O)cc2)=CC(=O)c2c(O)cccc21,O=C1C=C(c2ccccc2)C(=O)c2ccccc21,4.79,1,0.0,2011,2011
TRAIN_00062,AHFYJIKDCBGBJZ-UHFFFAOYSA-N,CHEMBL3650794,COc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c(Cl)cn1,C1=NC2(CO1)c1cc(-c3ccncc3)ccc1OCC21COC1,5.98,1,0.0,2015,2015
TRAIN_00063,AHHFKZDNWUAGLE-CRPGXEFLSA-N,CHEMBL3683880,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.41,1,0.0,2015,2015
TRAIN_00064,AHHZRVFNARGXOU-BJNFDGMPSA-N,CHEMBL552744,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,6.435,2,0.525,2009,2009
TRAIN_00065,AHNGNPKUTAWEGW-UHFFFAOYSA-N,CHEMBL1222034,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CC1,O=C(CCCn1cnc2ccccc21)NCC1CC1,2.54,1,0.0,2010,2010
TRAIN_00066,AHRMUGFBTQOUNO-UHFFFAOYSA-N,CHEMBL2180014,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,C1=NC(c2cccc(-c3cccnc3)c2)(C2CC2)N=C1,7.225,2,0.015,2012,2012
TRAIN_00067,AHRNMDRWMJFRTC-WIHCDAFUSA-N,CHEMBL231862,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,O=C(CNC(=O)c1cccnc1)NC(CCNCc1ccccc1)Cc1ccccc1,9.0,1,0.0,2007,2007
TRAIN_00068,AHRZKIYTKFDQGC-GOSISDBHSA-N,CHEMBL1821820,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCCC(C)(C)C)cc2c1,c1ccc(-c2ccc3ncccc3c2)cc1,7.895,2,1.295,2011,2011
TRAIN_00069,AHSUGOLUVUBUCR-KUDFPVQQSA-N,CHEMBL3688763,COc1cnc2c(Nc3ccc(F)c([C@]4(C)N=C(N)O[C@H]5C[C@H]54)c3)nccc2c1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,5.09,1,0.0,2015,2015
TRAIN_00070,AHSUGOLUVUBUCR-LDBYXDLTSA-N,CHEMBL3688761,COc1cnc2c(Nc3ccc(F)c([C@@]4(C)N=C(N)O[C@H]5C[C@H]54)c3)nccc2c1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,5.48,1,0.0,2015,2015
TRAIN_00071,AHSUGOLUVUBUCR-LUQKVYGDSA-N,CHEMBL3688764,COc1cnc2c(Nc3ccc(F)c([C@@]4(C)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2c1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,6.29,1,0.0,2015,2015
TRAIN_00072,AHTYFIFCTULFRB-ZFHGVCKOSA-N,CHEMBL556529,COC(=O)c1ccc(NC(=O)[C@@H](NC(=O)CCC(O)(Cc2ccccc2)C(=O)Nc2cc(C(=O)N[C@H](C)c3ccc(F)cc3)cc(N(C)S(C)(=O)=O)c2)C(C)C)cc1,O=C(CCC(Cc1ccccc1)C(=O)Nc1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)Nc1ccccc1,5.4,1,0.0,2009,2009
TRAIN_00073,AHYSZUNTRRMUOZ-HSRBSRBISA-N,CHEMBL506251,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](COCc2cc(F)cc(F)c2)[C@@H](O)CC(=O)N[C@H](C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)C(C)C)c1,O=C(CCC(COCc1ccccc1)NC(=O)c1ccccc1)NCC(=O)Nc1ccccc1,5.65,1,0.0,2008,2008
TRAIN_00074,AIBQLQGSZCUSCL-UHFFFAOYSA-N,CHEMBL565995,COc1ccc(C2(c3ccc(C)c(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,6.89,1,0.0,2010,2010
TRAIN_00075,AIDCSWYNABJDHJ-OJQMSQGESA-N,CHEMBL1087432,C[C@@H](NC(=O)c1cc(C(=O)NCC(O)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,O=C(NCCCc1ccccc1)c1cccc(C(=O)NCc2ccccc2)c1,4.6,1,0.0,2010,2010
TRAIN_00076,AIFCFBUSLAEIBR-UHFFFAOYSA-N,CHEMBL377324,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,5.38,1,0.0,2010,2010
TRAIN_00077,AIKOTXHNUIYVMD-UHFFFAOYSA-N,CHEMBL604590,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3)c2)N=C1N,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,7.22,1,0.0,2010,2010
TRAIN_00078,AIRVVSQMKHTADB-NOPHNCEQSA-N,CHEMBL3688779,COc1cnc2c(Nc3cc(Cl)c(F)c([C@@]4(CF)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2n1,C1=NC(c2cccc(Nc3nccc4nccnc34)c2)C2CC2O1,7.18,1,0.0,2015,2015
TRAIN_00079,AISRNMUSGDFNIM-UHFFFAOYSA-N,CHEMBL3901821,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,9.1,1,0.0,2015,2015
TRAIN_00080,AIUNZLDXXBFOSW-OAQYLSRUSA-N,CHEMBL1270935,CCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1ccccc1,7.4,1,0.0,2010,2010
TRAIN_00081,AIXUDUAGMOAPNJ-NHCUHLMSSA-N,CHEMBL3672945,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCC5(F)CC5)cn4)ccc3F)COC[C@@]2(F)CO1,O=C(Nc1cccc(C23COCC2COC=N3)c1)c1cnc(OCC2CC2)cn1,7.59,1,0.0,2015,2015
TRAIN_00082,AJANKWAQSZASAI-UHFFFAOYSA-N,CHEMBL3984177,COCCN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,O=C1NC=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,7.88,1,0.0,2015,2015
TRAIN_00083,AJFANYLCUHILPU-UHFFFAOYSA-N,CHEMBL1163707,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(I)cc2)n1,c1ccc(Nc2ncnc(NCCN3CCOCC3)n2)cc1,4.0,1,0.0,2010,2010
