compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,n_measurements,pIC50_iqr,document_year_min,document_year_max,scaffold_novel
EXT_00818,MERYWODKTRQASW-LKONLRGWSA-N,CHEMBL6032934,Cc1nnc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(S(C)(=O)=O)C[C@H]54)c3)cn2)o1,C(=Cc1cnc(OCc2nnco2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00819,MEYQZEAPWOENKX-UHFFFAOYSA-N,CHEMBL4873878,CN(CCC=C1c2ccccc2CCc2ccccc21)C(CCN)C(=O)NCc1ccc(Cl)cc1,O=C(CNCCC=C1c2ccccc2CCc2ccccc21)NCc1ccccc1,1,0.0,2023,2023,1
EXT_00820,MFITYXXWNTVXIF-JXOCDECTSA-N,CHEMBL6022062,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)[C@@]4(CF)CC[C@@H]3S4(=O)=O)c2)cn1,O=S1(=O)C2C=NC(c3cccc(C=Cc4cnccn4)c3)C1CC2,2,0.3,2021,2021,1
EXT_00821,MFJNLGWIAGPLAD-UHFFFAOYSA-N,CHEMBL5886004,COCCN1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCC(OC)CC1,O=C1NC(=O)C2(N1)c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00822,MFRDKERCXLYIAH-UHFFFAOYSA-N,CHEMBL4854848,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2cncc(F)c2C(N)=N1,O=C(Nc1cccc(C2Cc3cnccc3C=N2)c1)c1ccccn1,2,0.515,2021,2021,1
EXT_00823,MGANYRJMHXJGOI-UIEKRSGCSA-N,CHEMBL4877632,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1cccc(C(=O)OC)c1,O=C(CCc1cccs1)NCCCNc1ccccc1,1,0.0,2021,2021,1
EXT_00824,MGMSMRUVMOSSHQ-NNQLRQPNSA-N,CHEMBL5768651,COC(=O)[C@H]1CCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,O=C(N1CCCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00825,MGXHOZFRCAHSIL-NLOKWTDQSA-N,CHEMBL5759175,CC1(C)C(N)=N[C@](CF)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,2,0.62,2021,2021,1
EXT_00826,MGXZYVPDNLXFNB-ZWKOTPCHSA-N,CHEMBL5934725,Cc1cc(Cl)cnc1C(=O)Nc1cccc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,O=C(Nc1cccc(C2COCC=N2)n1)c1ccccn1,1,0.0,2018,2018,0
EXT_00827,MHFAWVHGIRXFHE-UHFFFAOYSA-N,CHEMBL5523420,COc1cc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2cc1OC,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2ccccc2[nH]1,1,0.0,2024,2024,1
EXT_00828,MIQCVLJKJIPCSE-UHFFFAOYSA-N,CHEMBL5505847,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1,1,0.0,2024,2024,1
EXT_00829,MJNWJDDFFBWWKV-OFCXANMWSA-N,CHEMBL4858655,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1cccc2ccccc12,O=C(CCc1cccs1)NCCCNc1cccc2ccccc12,1,0.0,2021,2021,1
EXT_00831,MJVWIZCJQXORSJ-DHLYAETASA-N,CHEMBL5179569,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,O=C(CCC(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1,1,0.0,2022,2022,0
EXT_00832,MKJNGYHYSXIWAW-FHGNATFXSA-N,CHEMBL3983988,Cc1cc(F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1ccccn1,2,0.41,2018,2018,1
EXT_00833,MKQFGRIUTNJQSW-SFHVURJKSA-N,CHEMBL4535964,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCSC(N)=N1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,4,0.705,2019,2021,0
EXT_00834,MLBDMHYHKYCNEZ-UHFFFAOYSA-N,CHEMBL6063951,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(NC(=O)OC(C)(C)C)N(C)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00835,MLEKTTLBVUPCRL-FPXLDRQJSA-N,CHEMBL5929020,CC#C[C@H](CC)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.095,2021,2021,1
EXT_00836,MLEKTTLBVUPCRL-YZTODZFBSA-N,CHEMBL5901386,CC#C[C@@H](CC)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.15,2021,2021,1
EXT_00837,MLJGESCVVGWMSL-MISYRCLQSA-N,CHEMBL5929468,NC1=N[C@](CF)(c2cc(C#Cc3cc(Cl)ccn3)ccc2F)[C@@H]2C[C@]2(CF)S1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2021,2021,1
EXT_00838,MMNQEFJTQDLXSH-XSFVSMFZSA-N,CHEMBL4454571,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,0.0,2019,2019,1
EXT_00839,MNKVSGDGUFQFGH-IBGZPJMESA-N,CHEMBL4856391,CC#C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCOC(N)=N1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,2,0.24,2021,2021,0
EXT_00840,MOAJIFLFRHPNCU-GPUOULLFSA-N,CHEMBL5934284,C#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)nc1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2021,2021,1
EXT_00841,MODXTBIKOSPADE-UHFFFAOYSA-N,CHEMBL5268811,COc1ccc(NCC2CCN(Cc3ccccc3)CC2)cc1,c1ccc(CN2CCC(CNc3ccccc3)CC2)cc1,1,0.0,2021,2021,1
EXT_00842,MOPFMIRYALKMHX-UFEHXVDGSA-N,CHEMBL5937419,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(Cl)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00843,MOQWVFFJPGWFAC-XCZGQCRVSA-N,CHEMBL5964637,C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCCC3)C[C@H]21,O=C(N1CCCCC1)C12CC1C(c1cccc(C=Cc3cnccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00844,MQCXVHYEWNJWKF-UHFFFAOYSA-N,CHEMBL4793365,FC(F)(F)Oc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,1,0.0,2019,2019,1
EXT_00845,MQPYDZXCIAJBEU-CONSDPRKSA-N,CHEMBL4877574,O=C(CC(c1ccccc1)c1ccccc1)N[C@@H](Cc1ccccc1)[C@@H](O)CNCc1cccc(C(F)(F)F)c1,O=C(CC(c1ccccc1)c1ccccc1)NC(CCNCc1ccccc1)Cc1ccccc1,1,0.0,2021,2021,1
EXT_00846,MQSSLRBZFVPDKD-OBOGUXCMSA-N,CHEMBL5999961,CC(C)[C@@H]1COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00848,MQYNXCWNQOZLMM-KPKJPENVSA-N,CHEMBL5404846,CN(CC/C=C/c1ccccc1-c1ccc(Cl)cc1Cl)C(CCN)C(=O)NCc1ccccc1,O=C(CNCCC=Cc1ccccc1-c1ccccc1)NCc1ccccc1,1,0.0,2023,2023,1
EXT_00849,MRGBLPQQHOOJIK-UHFFFAOYSA-N,CHEMBL5282182,CCC(=O)CNC(=O)Nc1nc2ccc(-c3oc4c(OC)c(O)c(O)c(OC)c4c(=O)c3O)cc2s1,O=c1cc(-c2ccc3ncsc3c2)oc2ccccc12,1,0.0,2018,2018,1
EXT_00850,MRJDCHZAQCMNRN-DRRIMPMXSA-N,CHEMBL5873009,C[C@@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,C(=Cc1cnccn1)c1cccc(C2COCC=N2)c1,2,0.225,2021,2021,1
EXT_00852,MRYONVWXWKVXGY-NZUJZPRYSA-N,CHEMBL5876200,COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00853,MRZMJCRPOZJSAN-UHFFFAOYSA-N,CHEMBL5786870,COC1CCC2(CC1)Cc1ccc(N3CCC(F)(F)C3)cc1C21NC(=S)N(C)C1=O,O=C1NC(=S)NC12c1cc(N3CCCC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00854,MSCFHZQTZHCGEH-SBVAYOBESA-N,CHEMBL6028014,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2(F)CCCCC2)C1=O,O=C1N(CC2CCCCC2)C=NC12c1ccccc1CC21CCCCC1,1,0.0,2018,2018,1
EXT_00855,MSDHYTBXPYASNM-UHFFFAOYSA-N,CHEMBL5274481,Oc1cc(O)cc(Oc2cc(O)c(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,c1ccc(Oc2cccc3c2Oc2ccc(Oc4ccc(Oc5cccc6c5Oc5ccccc5O6)cc4)cc2O3)cc1,1,0.0,2021,2021,0
EXT_00856,MTGMTYUQCPYYMZ-NRFANRHFSA-N,CHEMBL5832344,CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C#CCO)cc4c3c2)CC1=O,N=C1NC(=O)CC(c2ccc3sc4ccccc4c3c2)N1,1,0.0,2020,2020,1
EXT_00858,MTRWBNJJZRXCMU-OIOSCTRGSA-N,CHEMBL5846922,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc4c(c3)OCCO4)ccc2F)CS1(=O)=O,O=S1(=O)CC(c2cccc(C=Cc3ccc4c(c3)OCCO4)c2)N=CN1,2,0.13,2021,2021,1
EXT_00859,MUMLLPSLHURABH-UHFFFAOYSA-N,CHEMBL5922304,COc1ccc(C2(c3cc(C)c(F)cc3F)N=C(N)N(C)C2=O)cc1C,O=C1NC=NC1(c1ccccc1)c1ccccc1,1,0.0,2021,2021,0
EXT_00860,MUPBDTQMTBLIBE-KBXCAEBGSA-N,CHEMBL4451133,CO[C@H]1CSC(N)=N[C@]1(C)c1cc(NC(=O)c2cnc(OCF)cn2)ccc1F,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,2,0.135,2019,2019,0
EXT_00861,MUPYNNYQWKFHDL-SFHVURJKSA-N,CHEMBL4173236,C[C@@]1(c2cc(NC(=O)c3ncccc3C#N)ccc2F)COCC(N)=N1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,2,0.25,2018,2018,0
EXT_00862,MUVQZBXSSIINDK-UHFFFAOYSA-N,CHEMBL4547714,Cc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)cc1C,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccc2)c1,1,0.0,2019,2019,1
EXT_00863,MWACLOOPVJVJHF-NXXCRTJYSA-N,CHEMBL5962006,C[C@H]1C[C@@]2(F)CSC(N)=N[C@@]2(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CO1,O=C(Nc1cccc(C23COCCC2CSC=N3)c1)c1ccccn1,1,0.0,2021,2021,1
EXT_00864,MWDTZDZOCXHQIR-ZKMBLFMTSA-N,CHEMBL5980723,C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00865,MWGYVEFNASDZKA-UHFFFAOYSA-N,CHEMBL4543671,COc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c(OC)c1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccc2)c1,1,0.0,2019,2019,1
EXT_00867,MWVBEWBNSOHPSD-FHZYATBESA-N,CHEMBL5773881,CC1=N[C@@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC(C3CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00869,MWVBEWBNSOHPSD-HYVJGQCMSA-N,CHEMBL3924861,CC1=N[C@@]2(C[C@@H]([C@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC(C3CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00871,MWVBEWBNSOHPSD-LXBDKUERSA-N,CHEMBL3915868,CC1=N[C@@]2(C[C@H]([C@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC(C3CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00872,MWVBEWBNSOHPSD-OAOOKAIFSA-N,CHEMBL5993140,CC1=N[C@@]2(C[C@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC(C3CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00874,MWWSBMQBTHUTEH-MJPIYPAMSA-N,CHEMBL5798882,COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCCF)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00875,MXXHXJBBOINVTH-RTQJJNGSSA-N,CHEMBL5923488,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)CC3)C[C@H]21,O=C(N1CCCCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00877,MYSYGHGDPRBXTH-CFVWZZDWSA-N,CHEMBL5845218,C[C@@]1(c2nc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,C(=Cc1cccc(C2COCC=N2)n1)c1ccccn1,2,0.11,2021,2021,1
EXT_00878,MYTZXYYCRAMPEU-PWIZWCRZSA-N,CHEMBL5793993,C[C@]1(c2cc(C#Cc3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(CF)C[C@H]21,C(#Cc1ccccn1)c1cncc(C2N=CSC3CC32)c1,1,0.0,2021,2021,1
EXT_00880,MZIZLVQDRHIYMS-JSOSNVBQSA-N,CHEMBL6166885,Cc1ccc(-c2cccc(NC(=O)[C@@H]3C[C@@H](OCc4cccc(-c5cccc(C)c5)c4)CN3C(=N)N)c2)cc1,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(OCc2cccc(-c3ccccc3)c2)CN1,1,0.0,2025,2025,1
EXT_00881,MZPVPRLMLOPESP-UHFFFAOYSA-N,CHEMBL6064779,CCN1CC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCC(OC)CC1,C1=NC2(CN1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00882,NAKZTXHQHCNVHW-FQEVSTJZSA-N,CHEMBL4127572,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)COC(CF)(CF)C(N)=N2)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,2,0.45,2018,2018,0
EXT_00883,NAPSISSCFIEWAI-UHFFFAOYSA-N,CHEMBL5877515,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cccc(F)c2)N(Cc2cccc(F)c2)C1=O,O=C1N(Cc2ccccc2)C(SCc2ccccc2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00884,NAVNVHWZYSPMIE-NZUJZPRYSA-N,CHEMBL5780918,COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Br)cn3)ccc1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00885,NBMHQAWRLMBPET-UHFFFAOYSA-N,CHEMBL4746559,c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,1,0.0,2019,2019,1
EXT_00886,NCCVVESLAYPODT-UHFFFAOYSA-N,CHEMBL4756849,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)c(O)c1,c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,1,0.0,2020,2020,1
EXT_00887,NCDOUPMIVBVXDG-QCMGHPBJSA-N,CHEMBL5875042,CC[C@@H]1OCC[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4cnc(OC(F)F)cn4)ccc3F)[C@@H]12,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,1,0.0,2023,2023,1
EXT_00888,NCWLTPKGFNPAMP-UHFFFAOYSA-N,CHEMBL222274,Cc1c(O)cc2oc3c(c(=O)c2c1O)-c1ccc(O)cc1OC3O,O=c1c2c(oc3ccccc13)COc1ccccc1-2,1,0.0,2018,2018,0
EXT_00889,NDDSPERPVKPVPR-PGICJIBASA-N,CHEMBL5929016,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(OC(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,1,0.0,2023,2023,1
EXT_00890,NDIQAOIHFVWZJQ-NHCUHLMSSA-N,CHEMBL5092328,CCS(=O)(=O)[C@]1(C)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)O4)ccc2F)N=C1N,O=C(Nc1cccc(C2CCCC=N2)c1)c1cc2c(cn1)OCO2,2,0.14,2021,2021,1
EXT_00891,NDJGPZVQEJFISK-UHFFFAOYSA-N,CHEMBL5865766,COC1CCC2(CC1)Cc1ccc(-c3cnn(C)c(=S)c3)cc1C21NC(=S)N(C)C1=O,O=C1NC(=S)NC12c1cc(-c3cn[nH]c(=S)c3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00892,NDUICAHCFCQKCR-FGZHOGPDSA-N,CHEMBL6049013,CC1=N[C@]2(C[C@@]3(CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC3(CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00893,NDUICAHCFCQKCR-VXKWHMMOSA-N,CHEMBL5887056,CC1=N[C@@]2(C[C@]3(CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,C1=NC2(CC3(CCCOC3)Oc3ccc(-c4ccccc4)cc32)N=C1,1,0.0,2018,2018,0
EXT_00894,NDVUHVJMZOGXEN-UHFFFAOYSA-N,CHEMBL5791021,CSC1=NC2(C(=O)N1C)c1cc(C#CC3CC3)ccc1CC21CCc2noc(C)c2C1,O=C1NC=NC12c1cc(C#CC3CC3)ccc1CC21CCc2nocc2C1,1,0.0,2019,2019,0
EXT_00895,NEKKAMXIRZSOGT-UHFFFAOYSA-N,CHEMBL5766516,Cc1cc(F)cc(C2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1ccccc1,1,0.0,2021,2021,0
EXT_00896,NFUNUXSOZVGRBS-FCHUYYIVSA-N,CHEMBL5813321,COCCN1CCc2nc(C(=O)Nc3ccc(F)c([C@]4(C)CO[C@@](C)(C(F)(F)F)C(N)=N4)n3)c(Cl)cc21,O=C(Nc1cccc(C2COCC=N2)n1)c1ccc2c(n1)CCN2,1,0.0,2020,2020,1
EXT_00897,NGERANTYJBWJKM-DEDYPNTBSA-N,CHEMBL4556855,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(O)c1,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,0.0,2019,2019,1
EXT_00898,NGFGTPHIPOZBPD-HZQXDJCGSA-N,CHEMBL5783804,N#Cc1cnc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(/C=C/C(=O)N5CCOCC5)C[C@H]43)c2)c(F)c1,O=C(C=CC12CC1C(c1cccc(C#Cc3ccccn3)c1)N=CS2)N1CCOCC1,1,0.0,2021,2021,1
EXT_00899,NGKJCNMHSBQUQV-UHFFFAOYSA-N,CHEMBL4463101,COc1cccc(OC)c1-c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccc2)c1,1,0.0,2019,2019,1
EXT_00900,NGLDTAOEELXCRA-GWSKSGCMSA-N,CHEMBL6039770,COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCc4ncco4)cn3)ccc1F)N=C(N)S2,C(=Cc1cnc(OCc2ncco2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00901,NGPXAOWJBUFQFX-VQTJNVASSA-N,CHEMBL5086270,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,1,0.0,2021,2021,0
EXT_00902,NGQPAWJNGWSCPK-WRXRTWQVSA-N,CHEMBL5840344,COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCc4cc(C)no4)cn3)ccc1F)N=C(N)S2,C(=Cc1cnc(OCc2ccno2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00903,NHIZASHNRARLRK-GOSISDBHSA-N,CHEMBL4592239,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CC(F)(F)C2,O=C(Nc1cccc(C2N=CSCC23CCC3)c1)c1cnccn1,2,0.33,2019,2019,1
EXT_00904,NHPOYCGIZBWSCG-CXAGYDPISA-N,CHEMBL4464129,NC1=N[C@@]2(COc3ccc(NC(=O)c4cnc(OCC(F)(F)F)cn4)cc32)[C@H](C(F)(F)F)C1,O=C(Nc1ccc2c(c1)C1(CCC=N1)CO2)c1cnccn1,1,0.0,2019,2019,1
EXT_00905,NHTIBVCQAJAWAI-CIAFOILYSA-N,CHEMBL5286699,COc1nc(N)nc(Nc2ccccc2)c1/N=C/Cc1ccccc1[N+](=O)[O-],C(Cc1ccccc1)=Nc1cncnc1Nc1ccccc1,1,0.0,2020,2020,1
EXT_00906,NHZQTQJHVKGWNO-YCRREMRBSA-N,CHEMBL5269238,COc1cc(/C=C/c2nnc(-c3ccc(F)cc3)o2)ccc1O,C(=Cc1nnc(-c2ccccc2)o1)c1ccccc1,1,0.0,2021,2021,1
EXT_00909,NIPJVPDWJZJTCH-UHFFFAOYSA-N,CHEMBL5774065,COC1CCC2(CC1)Cc1ccc(-c3cncc(C#N)c3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,O=C1NC=NC12c1cc(-c3cccnc3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00910,NJESXTJENOONEJ-DMAPJFDXSA-N,CHEMBL4570597,COc1ccc2c(c1)[C@@H](O)[C@@]1(CCN(C(=O)C(C)Cc3cc4cc(-c5ccccc5C)ccc4nc3N)C1)C2,O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)N1CCC2(Cc3ccccc3C2)C1,2,0.0,2019,2019,1
EXT_00911,NJJFGWYNWSOWNM-UHFFFAOYSA-N,CHEMBL5761055,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(CCF)C1=O,O=C1NC(=S)NC12c1cc(C#CC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00912,NJTXRMNNSUDISW-MFOYZWKCSA-N,CHEMBL6160940,O=C(CN1C(=O)S/C(=C\c2c[nH]c3ccccc23)C1=O)Nc1nc2ccccc2s1,O=C(CN1C(=O)SC(=Cc2c[nH]c3ccccc23)C1=O)Nc1nc2ccccc2s1,1,0.0,2025,2025,1
EXT_00913,NKTVVBVLBYUENV-JDMLOWPRSA-N,CHEMBL5870830,NC1=N[C@@]2(c3cc(/C=C(\F)c4cnc(OCC(F)(F)CF)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,C(=Cc1cnccn1)c1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_00914,NLMVCORGLACETC-UHFFFAOYSA-N,CHEMBL5996607,COCC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCC(OC)CC1,O=C1NC(=S)NC12c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00915,NLPJNTRVQWYDNT-QQMPJMTPSA-N,CHEMBL5998061,C#C[C@@H](CC)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.23,2021,2021,1
