compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,n_measurements,pIC50_iqr,document_year_min,document_year_max,scaffold_novel
EXT_00355,FQJNFWHRRHDNQF-OYDLWJJNSA-N,CHEMBL4072118,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21COC(N)=N1,C1=NC2(CO1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2018,2018,1
EXT_00356,FQJNFWHRRHDNQF-SKNBWCFCSA-N,CHEMBL4062699,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1,C1=NC2(CO1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2018,2018,1
EXT_00357,FRVCLHJFWPHQDO-ACYVMRIUSA-N,CHEMBL5970865,N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(/C=C/C(=O)N5CCOCC5)C[C@H]43)c2)nc1,O=C(C=CC12CC1C(c1cccc(C#Cc3ccccn3)c1)N=CS2)N1CCOCC1,1,0.0,2021,2021,1
EXT_00358,FSIYTVBWWROBPT-KRWDZBQOSA-N,CHEMBL5093426,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CCSC(N)=N1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,1,0.0,2021,2021,0
EXT_00359,FSNRTXIQLFBFDM-SZAHLOSFSA-N,CHEMBL4876288,CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CC(c2ccccc2)c2ccccc2)c1,O=C(CC(c1ccccc1)c1ccccc1)NC(CCNCc1ccccc1)Cc1ccccc1,1,0.0,2021,2021,1
EXT_00360,FSZBZCCCGRRZMK-XFRYHZJKSA-N,CHEMBL5863499,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]34CN(c5ncc(F)cn5)C[C@@H]3CSC(N)=N4)c2)cn1,C(=Cc1cnccn1)c1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_00361,FUJGEURJBFJMHI-UHFFFAOYSA-N,CHEMBL4747185,COc1cccc(CNC2CCN(Cc3ccccc3)C2)c1OC,c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,1,0.0,2020,2020,1
EXT_00362,FUVQKZHJASHLDJ-UHFFFAOYSA-N,CHEMBL5962656,CSC1=NC2(C(=O)N1C)c1cc(Br)ccc1CC21CCc2noc(C)c2C1,O=C1NC=NC12c1ccccc1CC21CCc2nocc2C1,1,0.0,2019,2019,0
EXT_00363,FVSVPSYLOWTSHK-NZUJZPRYSA-N,CHEMBL5963655,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C(F)(F)F)cn3)ccc1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00364,FWGZNBROHVPNGW-XGPYDDKASA-N,CHEMBL6045349,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(/F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2,C(=Cc1ccccn1)c1cncc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00365,FWGZNBROHVPNGW-ZGRBDRHUSA-N,CHEMBL6041967,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2,C(=Cc1ccccn1)c1cncc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00366,FWQMUIPDWBVIAK-GMKZXUHWSA-N,CHEMBL5842804,CC#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)nc1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2021,2021,1
EXT_00367,FWUNMVQAPYOYEF-UHFFFAOYSA-N,CHEMBL5778169,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2ccccc2F)N(Cc2ccccc2F)C1=O,O=C1N(Cc2ccccc2)C(SCc2ccccc2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00368,FXHSGLWPPBTNKB-UHFFFAOYSA-N,CHEMBL5783975,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cccc(C#N)c2)N(Cc2cccc(C#N)c2)C1=O,O=C1N(Cc2ccccc2)C(SCc2ccccc2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00369,FXSJKWRRSDJDGV-JNBPKBJUSA-N,CHEMBL6023837,COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(Cl)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00370,FXZLMEMNHDMNJS-XJKCOSOUSA-N,CHEMBL4449357,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(Cl)cn3)cc(F)c2F)[C@H]2[C@@H](S1)C2(F)F,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1cnccn1,2,0.065,2019,2019,1
EXT_00371,FYLGLSCYRURQBA-ZODCYZKFSA-N,CHEMBL5897485,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)nc3)ccc1F)N=C(N)S2,C(=Cc1cccc(C2N=CSC3CC32)c1)c1cccnc1,1,0.0,2019,2019,1
EXT_00372,FYPJGHUYAYNBGP-IBGZPJMESA-N,CHEMBL4851556,COc1ccc2[se]n(-c3ccc(F)c([C@]4(C)CS(=O)(=O)N(C)C(N)=N4)c3)c(=O)c2c1,O=c1c2ccccc2[se]n1-c1cccc(C2CS(=O)(=O)NC=N2)c1,1,0.0,2021,2021,1
EXT_00373,FYUJBUIYANSXFK-AWTRGSECSA-N,CHEMBL5939428,C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3)C[C@H]21,O=C(N1CCCC1)C12CC1C(c1cccc(C=Cc3cnccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00375,FZRKMEJZXFBRKO-UHFFFAOYSA-N,CHEMBL6031634,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCc2cnncc2C1,C1=NC2(ON1)c1cc(-c3ccccc3)ccc1CC21CCCc2cnncc2C1,1,0.0,2019,2019,1
EXT_00376,GACQEEWWCJDXID-FNORWQNLSA-N,CHEMBL6150674,Nc1ccccc1C(=O)/C=C/c1ccc(Cl)nc1,O=C(C=Cc1cccnc1)c1ccccc1,1,0.0,2024,2024,1
EXT_00377,GAGBLEKZJFFGTJ-UHFFFAOYSA-N,CHEMBL5807126,Cc1cc(C2(c3cccc(F)c3)N=C(N)N(C)C2=O)ccc1OC(C)F,O=C1NC=NC1(c1ccccc1)c1ccccc1,1,0.0,2021,2021,0
EXT_00378,GBKSTUMREALLDP-AJQTZOPKSA-N,CHEMBL5432126,CCCN1CCOCCc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,O=C1NCCOCCc2cccc(c2)CC(CCNCc2ccccc2)NC(=O)c2cccc1c2,1,0.0,2023,2023,1
EXT_00379,GBLGGQWJQJVMRT-XCZGQCRVSA-N,CHEMBL6065570,C[C@]1(c2cc(/C=C(\F)c3cnc(OCC4CCC4)cn3)ccc2F)N=C(N)[C@@]2(CF)CC[C@@H]1S2(=O)=O,O=S1(=O)C2C=NC(c3cccc(C=Cc4cnc(OCC5CCC5)cn4)c3)C1CC2,2,0.855,2021,2021,1
EXT_00380,GCDKJFZKFNAOKF-UHFFFAOYSA-N,CHEMBL6041127,CCSC1=NC2(C(=O)N1CC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,O=C1NC=NC12c1cc(C#CC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00381,GCMPFMSBMAWRTM-LKXBDJSQSA-N,CHEMBL5788345,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC4CC4)cn3)ccc1F)N=C(N)S2,C(=Cc1cnc(OCC2CC2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00382,GDKGAYIPAAQPCP-UHFFFAOYSA-N,CHEMBL5889291,Cc1cc(C2(c3cc(F)cc(F)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,O=C1NC=NC1(c1ccccc1)c1ccccc1,2,0.065,2021,2021,0
EXT_00383,GEFZXXPGNGYLMH-HSZRJFAPSA-N,CHEMBL5780361,CC#Cc1cncc(-c2ccc3c(c2)[C@]2(N=C(C)C(N)=N2)C2(CCC2)C3)c1,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCC1,1,0.0,2018,2018,0
EXT_00384,GEFZXXPGNGYLMH-QHCPKHFHSA-N,CHEMBL5853871,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)C2(CCC2)C3)c1,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCC1,1,0.0,2018,2018,0
EXT_00385,GEYOUWOYXCLTLH-UHFFFAOYSA-N,CHEMBL4743358,Cc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,1,0.0,2019,2019,1
EXT_00386,GEYWBDIFOOXJFR-JPJSVPEHSA-N,CHEMBL4074071,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cccnc3)ccc1C[C@]21CC[C@@H](OC)CC1,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,1,0.0,2018,2018,1
EXT_00387,GFASAWMOOYRMJU-WYVHCHOOSA-N,CHEMBL4779386,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@H]21,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,3,0.375,2019,2020,1
EXT_00388,GFKZOZZWSTUQPW-BKTGTZMESA-N,CHEMBL4468455,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1ccccn1,2,0.085,2020,2020,1
EXT_00389,GFLPGCQYUGMVHY-UHFFFAOYSA-N,CHEMBL5929619,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCc2cccc(-c3nccs3)c2)N(Cc2cccc(-c3nccs3)c2)C1=O,O=C1N(Cc2cccc(-c3nccs3)c2)C(SCc2cccc(-c3nccs3)c2)=NC12c1cc(C#CC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00390,GFWAXJPIGBKXCZ-SAHAZLINSA-N,CHEMBL4459963,COc1ncc(C(=O)NC2CC2)c2c1C[C@]1(c3ccc(F)cc3F)N=C(N)SC[C@@H]1C2,O=C(NC1CC1)c1cncc2c1CC1CSC=NC1(c1ccccc1)C2,2,0.45,2019,2019,1
EXT_00391,GFYOSSHXGZUGOY-UHFFFAOYSA-N,CHEMBL5844372,Cc1cc(C2(C3CCCCC3)N=C(N)N(C)C2=O)ccc1OC(F)F,O=C1NC=NC1(c1ccccc1)C1CCCCC1,2,0.0,2021,2021,0
EXT_00392,GFZSQUSNLSAKTD-FQLPYIGMSA-N,CHEMBL5854147,Cc1cc(C#N)cnc1C#Cc1ccc(F)c([C@@]2(CF)N=C(N)S[C@@]3(CCC(=O)N4CCOCC4)C[C@H]32)c1,O=C(CCC12CC1C(c1cccc(C#Cc3ccccn3)c1)N=CS2)N1CCOCC1,1,0.0,2021,2021,1
EXT_00393,GGJSTTRLUUKPRS-VICLWSEVSA-N,CHEMBL6010169,Cc1noc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]45CN(c6ncc(F)cn6)C[C@@H]4CSC(N)=N5)c3)cn2)n1,C(=Cc1cnc(OCc2ncno2)cn1)c1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_00394,GGLDJGOCUBPSEY-PXLXIMEGSA-N,CHEMBL4444849,COc1cccc(/C=N/C2CCN(Cc3ccccc3)CC2)c1OC,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,0.0,2019,2019,1
EXT_00395,GHHKENIJHZCYGC-UHFFFAOYSA-N,CHEMBL5220695,CC(C)(C)OC(=O)Nc1ccc(O)c(C(=O)NCCCN2CCCCC2)c1,O=C(NCCCN1CCCCC1)c1ccccc1,1,0.0,2022,2022,1
EXT_00396,GHLVSAXYXZMNAR-JLJWFRADSA-N,CHEMBL4516761,CC(Cc1cc2ccccc2nc1N)C(=O)N1CC[C@H]2OCCC[C@@]2(Cc2ccccc2)C1,O=C(CCc1cnc2ccccc2c1)N1CCC2OCCCC2(Cc2ccccc2)C1,2,0.0,2019,2019,1
EXT_00397,GHUQZSZCASQUOS-FIPMVJOWSA-N,CHEMBL4556276,COC(=O)[C@@H]1C[C@H](NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)C(O)c2ccccc2-c2ccccc2)C(C)C)C[C@H](C(=O)OC)C1,O=C(CCC(Cc1ccccc1)NC(=O)Cc1ccccc1-c1ccccc1)NCC(=O)NC1CCCCC1,1,0.0,2019,2019,0
EXT_00398,GHZDLPVAVLQUAL-UHFFFAOYSA-N,CHEMBL6144349,COc1ccccc1NC(=O)C1CCN(Cc2ccccc2)CC1,O=C(Nc1ccccc1)C1CCN(Cc2ccccc2)CC1,1,0.0,2024,2024,1
EXT_00399,GIODLOMLRUKQIP-KGENOOAVSA-N,CHEMBL4794098,COc1cccc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)c1OC,O=C(NN=Cc1ccccc1)N1CCN(c2ccccn2)CC1,1,0.0,2019,2019,1
EXT_00400,GITRIHOLBUKCBI-KELOHDTKSA-N,CHEMBL6013571,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)N(C)S(=O)(=O)C3(C)C)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,2,0.2,2021,2021,1
EXT_00401,GIYDWQFARRGSKJ-RTHCMUBDSA-N,CHEMBL4796231,C[C@@]1(c2cc(NC(=O)c3cnc(C#N)cn3)ccc2F)C[S@@]2(=O)=NCC(F)(F)CN2C(N)=N1,O=C(Nc1cccc(C2CS3(=O)=NCCCN3C=N2)c1)c1cnccn1,1,0.0,2020,2020,1
EXT_00402,GIZZNBHBDYMZGC-UHFFFAOYSA-N,CHEMBL6051154,CN1C(=O)C2(NC1=S)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(F)(F)CC1,O=C1NC(=S)NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00403,GJFMBUUKNHBDOX-UHFFFAOYSA-N,CHEMBL6173795,COc1ccc(NC(=O)C2CCN(Cc3ccccc3)CC2)cc1,O=C(Nc1ccccc1)C1CCN(Cc2ccccc2)CC1,1,0.0,2024,2024,1
EXT_00405,GJZJXXXHJUIXIF-UHFFFAOYSA-N,CHEMBL5788412,Cc1cc(C2(c3cc(N)cc(F)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,O=C1NC=NC1(c1ccccc1)c1ccccc1,1,0.0,2021,2021,0
EXT_00406,GLPOBZBQMRDBEA-UHFFFAOYSA-N,CHEMBL5202021,COc1cc2oc(C(=O)Nc3cccc(CN(C)Cc4ccccc4)c3)cc(=O)c2cc1OC,O=C(Nc1cccc(CNCc2ccccc2)c1)c1cc(=O)c2ccccc2o1,1,0.0,2022,2022,1
EXT_00407,GLRDCLJMIBECEN-UHFFFAOYSA-N,CHEMBL5943108,Cc1onc2c1CC1(CC2)Cc2ccc(-c3cccc(Cl)c3)cc2C12N=C(N)N(C)C2=O,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCc2nocc2C1,1,0.0,2019,2019,0
EXT_00408,GMLTXFZUNSAFAD-SFHVURJKSA-N,CHEMBL4848996,CN1C(N)=N[C@](C)(c2cc(-n3[se]c4ccc(F)cc4c3=O)ccc2F)CS1(=O)=O,O=c1c2ccccc2[se]n1-c1cccc(C2CS(=O)(=O)NC=N2)c1,1,0.0,2021,2021,1
EXT_00409,GMSWYGVWFRVORO-UHFFFAOYSA-N,CHEMBL4778302,Oc1ccccc1CNC1CCN(Cc2ccccc2)C1,c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,1,0.0,2020,2020,1
EXT_00410,GMYOOAINRVVYCV-UHFFFAOYSA-N,CHEMBL5842448,COC1CCC2(CC1)Oc1ccc(-c3cccc(C#N)c3)cc1C21CCSC(N)=N1,C1=NC2(CCS1)c1cc(-c3ccccc3)ccc1OC21CCCCC1,1,0.0,2019,2019,0
EXT_00411,GNDPHSGXXUSCGI-UHFFFAOYSA-N,CHEMBL5815002,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCC2CCN(C)C2)N(CC2CCN(C)C2)C1=O,O=C1N(CC2CCNC2)C(SCC2CCNC2)=NC12c1cc(C#CC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00412,GNGCALJQBOTLAV-JXSYVVILSA-N,CHEMBL5971840,C[C@@]1(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,C(=Cc1cnccn1)c1cccc(C2COCC=N2)c1,2,0.375,2021,2021,1
EXT_00413,GNOVUNXZSPAJHX-UHFFFAOYSA-N,CHEMBL5803533,NC1=NC(CF)(c2cccc(NC(=O)c3ccccn3)n2)COC1,O=C(Nc1cccc(C2COCC=N2)n1)c1ccccn1,1,0.0,2020,2020,0
EXT_00414,GNTZZKMAQQSFOH-UHFFFAOYSA-N,CHEMBL4854550,CN(CCC=C1c2ccccc2CCc2ccccc21)C(CCN)C(=O)NCc1ccccc1,O=C(CNCCC=C1c2ccccc2CCc2ccccc21)NCc1ccccc1,1,0.0,2023,2023,1
EXT_00415,GNWNOQLLBKOHTC-OALUTQOASA-N,CHEMBL5194897,C[C@]1(CF)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,1,0.0,2022,2022,1
EXT_00416,GNWNOQLLBKOHTC-RBUKOAKNSA-N,CHEMBL5170892,C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)[C@](C)(CF)C(=N)N1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,1,0.0,2022,2022,1
EXT_00417,GOMLMHXHIQSMJM-VFZGTOFNSA-N,CHEMBL4535864,COc1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3ccns3)C2)nc(C)c1F,C1=NC2(c3ccns3)CN(c3ncccn3)CC2CS1,1,0.0,2019,2019,0
EXT_00418,GOPQMKFOQHZZCI-UHFFFAOYSA-N,CHEMBL5776789,Cl.NC1=NC(CF)(c2cc(NC(=O)c3ccc(Br)cn3)cnc2Cl)COC1,O=C(Nc1cncc(C2COCC=N2)c1)c1ccccn1,1,0.0,2018,2018,0
EXT_00419,GOVZEHOKMROFCF-UHFFFAOYSA-N,CHEMBL5976537,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCC2CCO2)N(CC2CCO2)C1=O,O=C1N(CC2CCO2)C(SCC2CCO2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00420,GPAXGFDBMSTBMT-RHXQLXPWSA-N,CHEMBL4460278,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@H]2C[C@H]21,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1ccccn1,3,0.005,2020,2020,1
EXT_00421,GPITZBJXGYTWDU-UHFFFAOYSA-N,CHEMBL5942527,CN1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCC(F)(F)CC1,O=C1NC(=O)C2(N1)c1ccccc1CC21CCCCC1,2,0.585,2019,2019,0
EXT_00422,GPTXVAMKJRVWAD-VGOFRKELSA-N,CHEMBL4450749,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)[C@@]1(C)N=C(N)C(C)(C)S(=O)(=O)[C@@H]1CCO2,O=C(Nc1ccc2c(c1)C1N=CCS(=O)(=O)C1CCO2)c1ccccn1,2,0.24,2019,2019,1
EXT_00423,GPVVLPXMVYOABD-VEPZOGOTSA-N,CHEMBL5897589,C[C@H](O)COc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.235,2021,2021,1
EXT_00424,GPVVLPXMVYOABD-WHKCTIBLSA-N,CHEMBL5873134,C[C@@H](O)COc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.01,2021,2021,1
EXT_00425,GQABEEYCEOAKHE-QJQVHLTKSA-N,CHEMBL5849062,C#C[C@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(CF)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.615,2021,2021,1
EXT_00426,GQGCEPRAQMNBHM-UHFFFAOYSA-N,CHEMBL6014288,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCCC1,C1=NC2(ON1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00427,GQGNWPCJBMVMCO-XCZGQCRVSA-N,CHEMBL5843014,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#CC4CC4)cn3)ccc1F)N=C(N)S2,C(#CC1CC1)c1cnc(C=Cc2cccc(C3N=CSC4CC43)c2)cn1,1,0.0,2019,2019,1
EXT_00428,GQUCJZKBSKTSBA-DURWQBQJSA-N,CHEMBL6063149,N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CCC(=O)N5CCOCC5)C[C@H]43)c2)nc1,O=C(CCC12CC1C(c1cccc(C#Cc3ccccn3)c1)N=CS2)N1CCOCC1,1,0.0,2021,2021,1
EXT_00429,GQYPSNWOTOYMPJ-NZUJZPRYSA-N,CHEMBL5768491,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00430,GRGNZZUYSMBQRT-UHFFFAOYSA-N,CHEMBL5850269,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(NC(=O)OC(C)(C)C)N(CC(F)(F)F)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_00431,GROGMIJFMHAXKM-UHFFFAOYSA-N,CHEMBL5555203,COc1cc2ncnc(N3CCN(c4ccc(C)cc4)CC3)c2cc1OC,c1ccc(N2CCN(c3ncnc4ccccc34)CC2)cc1,1,0.0,2024,2024,1
EXT_00432,GRUTXYOBHJITRJ-BCUMICGMSA-N,CHEMBL5951335,Cc1cc(C#N)cnc1/C(F)=C/c1ccc(F)c([C@]23CO[C@H](C(F)(F)F)[C@H]2CSC(N)=N3)c1,C(=Cc1ccccn1)c1cccc(C23COCC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_00433,GSGPFYRXPQOAPI-UHFFFAOYSA-N,CHEMBL5934515,COc1cccc(Oc2ccc3c(c2)C2(NC(=S)N(C)C2=O)C2(CCC(OC)CC2)C3)c1,O=C1NC(=S)NC12c1cc(Oc3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_00434,GTUYMOXZKSCJQY-UHFFFAOYSA-N,CHEMBL4747836,COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,O=C(CC1CCc2cc(OCc3ccccc3)ccc2O1)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,1,0.0,2020,2020,1
EXT_00435,GUBAXMRVTIMLGI-JHOUSYSJSA-N,CHEMBL5409955,COc1cccc(C(C)(C)NC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCN(CCN(C)C)C(=O)c3cccc(c3)C(=O)N2)c1,O=C1NCCCCOc2cccc(c2)CC(CCNCc2ccccc2)NC(=O)c2cccc1c2,1,0.0,2023,2023,1
EXT_00436,GUKKBNARBCHAMU-RAAIGAAGSA-N,CHEMBL4849016,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNC1CCCCC1,O=C(CCc1cccs1)NCCCNC1CCCCC1,1,0.0,2021,2021,1
EXT_00437,GUUHNBCLJRRGLE-QQWCOGLLSA-N,CHEMBL5842402,COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00438,GVGDDAMRPNXGDV-XDKHHPEJSA-N,CHEMBL5769564,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(C(C)=O)C[C@H]3CSC(N)=N4)c2)cn1,C(=Cc1cnccn1)c1cccc(C23CNCC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_00439,GVHZDKUSTLNXJA-RTQJJNGSSA-N,CHEMBL6058291,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(C(F)(F)F)CC3)C[C@H]21,O=C(N1CCCCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_00440,GVMSVHLCVOJVER-LPKPKNFYSA-N,CHEMBL5966487,C[C@]1(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)N=C(N)S[C@]2(CO)[C@H]1C2(F)F,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_00441,GVTVQMUQHMNEEL-PSXSOWLISA-N,CHEMBL5914524,C[C@@]1(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)C2(CCC2)C(N)=N1,O=S1(=O)CC(c2cccc(C=Cc3ccccn3)c2)N=CC12CCC2,2,0.835,2021,2021,1
EXT_00442,GVVBDFYWLNHZJY-FGZHOGPDSA-N,CHEMBL5089679,CC(C)S(=O)(=O)[C@]1(C)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)O4)ccc2F)N=C1N,O=C(Nc1cccc(C2CCCC=N2)c1)c1cc2c(cn1)OCO2,2,0.085,2021,2021,1
